timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-09-05T13:30:40,MagnetMedium-inference_batch1,ec14022c-1fff-4789-ad31-86ad65011e1a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.822307892143726,0.00010047460470229322,2.0835377364846744e-05,0.0,79.07472327851855,10.0,3.7848753267282718e-06,0.0002896366205504819,1.0385991777810784e-05,0.0003038074876550209,Italy,ITA,,,,Linux-6.8.0-52-generic-x86_64-with-glibc2.39,3.9.23,3.0.4,64,AMD EPYC 7313 16-Core Processor,1,4 x NVIDIA A40,12.1097,43.1479,1007.5717010498047,process,N,1.0
