emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed
5.516751085036282e-05,1.983816653919327e-05,77.5,185.87580509262142,0.776491641998291,5.986744447055066e-05,0.00010636841842594001,5.754713833247073e-07,0.0001668113342798
