Model,Baseline,Steps,Avg_CE,Avg_CU,Avg_PC,Avg_PQ
MagnetMedium,musiccaps,Medium,6.180793678760528,6.5374423321088155,5.7948446416854855,6.687682537237803
MagnetMedium,songdescriber,Medium,6.667940307458242,6.98501016219457,6.072740488847097,7.0445534086227415
