Model,Baseline,Steps,Avg_CE,Avg_CU,Avg_PC,Avg_PQ
MagnetSmall,musiccaps,Small,6.09871117512385,6.47024267355601,5.796742804845175,6.5710592969258625
MagnetSmall,songdescriber,Small,6.510224964618683,6.888684996763865,5.886194037596384,6.849478970368703
