emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed
0.0003787937498382,2.295418510801632e-05,77.5,262.18286456083194,0.5566944122314453,0.00035526814149402,0.00078756468560354,2.5349782175774215e-06,0.00114536780531518
