emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed
1.3156703904050693e-13,1.0323978205244185e-14,0.0,68.7309859909137,0.0,5.532452982672699e-17,1.1447209685063395e-12,7.949316932166294e-16,1.2029052906729167e-12
