emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed
0.0008110004114242,2.3564229281766492e-05,0.0,474.7506682844401,50.0,3.257092725767019e-05,0.0023392273713933,8.04432225982762e-05,0.0024522415212492
