emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed
0.00012995441984746,1.4511380115780795e-05,0.0,85.21169951898783,10.0,9.283315653626292e-06,0.00036179773387910003,2.1865266807791262e-05,0.0003929463163405
