emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed
2.4665592849777173e-06,8.694749372520133e-08,0.027400387770978717,11.580206457262802,0.0,2.576061877036066e-07,7.376781967022097e-06,2.8700732521787287e-07,7.45819485171591e-06
