emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed
4.957891139190578e-07,1.0776173623836805e-08,0.0,297.636800587095,0.0,1.7597325286541004e-07,1.4830565329286745e-06,4.979320007031638e-09,1.4991295119230685e-06
