emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed
4.226637060516474e-12,1.839207591764518e-14,0.0,93947.02553323047,2.6822090148925782e-08,1.2578735749327357e-11,1.1159919803539959e-11,7.148610270556287e-16,3.8643752407822366e-11
