emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed
7.2659841964770076e-12,1.467976578870882e-14,0.0,80567.3605719956,0.0,1.6177643685831307e-11,1.6908242558620312e-11,3.1140518914903506e-15,6.643222265884261e-11
