emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed
7.39782894769245e-07,6.502541397811314e-08,0.0,6.373165404990336,0.0,7.883858507564498e-08,2.3492415857800922e-06,5.400839120912053e-08,2.2368993969503062e-06
