timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-09-05T13:22:21,MusicGenLarge-inference_batch1,f2a974bc-49fd-4470-8126-d40d047c4350,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,20.339548053219914,0.0005305045475683678,2.608241570462942e-05,77.5,361.058661149515,0.5558595657348633,0.0004378622407992629,0.0011631145415975652,3.1226242528489145e-06,0.001604099406649677,Italy,ITA,,,,Linux-6.8.0-60-generic-x86_64-with-glibc2.39,3.10.0,2.7.4,64,AMD EPYC 7313 16-Core Processor,4,4 x NVIDIA A40,12.1097,43.1479,1007.5716781616211,process,N,1.0
