emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed
1.230242621517374e-12,6.531106144614206e-17,0.0,102082.20912614104,0.0,3.721594837067852e-13,7.743144039246246e-12,5.2355828835865e-16,1.1247994703337285e-11
