emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed
0.00012169539160003333,1.80868705674305e-05,77.5,298.0036658494179,1.1119170188903809,0.00014496242287389999,0.00022097008418593334,2.0407861992237662e-06,0.0003679732932591333
