Model,Baseline,Steps,Avg_CE,Avg_CU,Avg_PC,Avg_PQ
MusicGenSmall,musiccaps,Small,6.140228398640951,7.225860750675201,4.412895322640737,7.185973318417867
MusicGenSmall,songdescriber,Small,6.618576662540436,7.46442544778188,4.812301646073659,7.333069491386413
