Model,Baseline,Steps,Avg_CE,Avg_CU,Avg_PC,Avg_PQ
MusicGenMedium,musiccaps,Medium,6.400898336569468,7.372403976122539,4.577103352149328,7.287433708508809
MusicGenMedium,songdescriber,Medium,6.805890340805053,7.517859446207682,4.937781647046407,7.3790662185351055
